user_id;first_purchase_date;total_revenue;campaign_id;forecasted_revenue_12m
724398;2024-05-30;0.0;1432281389;0.0
725118;2024-05-30;0.0;1507114385;0.0
708404;2024-05-09;0.0;1287973773;0.0
708389;2024-05-09;29.97;1287973773;113.04598681015247
704939;2024-05-04;0.0;120209335926490306;0.0
704452;2024-05-04;0.0;120208923677100306;0.0
703120;2024-05-02;9.99;1287973773;0.0
703128;2024-05-02;9.99;120208923678500306;0.0
703417;2024-05-02;0.0;120207857225970265;0.0
719381;2024-05-25;39.99;1489471033;31.342318890284108
707940;2024-05-08;0.0;120207857225970265;0.0
721317;2024-05-27;9.99;1287973773;72.7691393270394
722093;2024-05-28;0.0;120207857225970265;0.0
722904;2024-05-28;0.0;120210471213210306;43.599944734573228
717168;2024-05-22;0.0;120206984314660306;0.0
716349;2024-05-21;0.0;1433428103;0.0
713164;2024-05-17;0.0;1432281389;0.0
709158;2024-05-10;29.97;1507114385;112.46541762292298
715869;2024-05-20;0.0;1507114385;43.162427675149125
715595;2024-05-20;0.0;1287973773;0.0
715869;2024-05-20;9.98;1507114385;43.162427675149125
715988;2024-05-20;0.0;1433428103;0.0
711558;2024-05-14;0.0;475850036;0.0
718661;2024-05-24;0.0;120207857225970265;0.0
718876;2024-05-24;39.99;1287973773;31.342318890284115
718871;2024-05-24;9.99;1507114385;75.714929606110275
718429;2024-05-24;9.99;1287973773;81.770617488014324
712166;2024-05-15;0.0;120206984314660306;0.0
712348;2024-05-15;39.99;475850036;31.342318890284108
712540;2024-05-16;39.99;475850036;31.342318890284108
712756;2024-05-16;0.0;120208923677100306;0.0
709622;2024-05-11;0.0;120208595621130306;0.0
723766;2024-05-29;0.0;1498041324;0.0
710490;2024-05-12;0.0;1498041324;0.0
710778;2024-05-12;0.0;1543024477;0.0
724789;2024-05-30;0.0;120210471213210306;0.0
724114;2024-05-30;0.0;475850036;31.342318890284115
708401;2024-05-09;0.0;120207857225970265;0.0
708646;2024-05-09;29.97;1498041324;129.03763114299073
706944;2024-05-06;9.99;120208923678500306;0.0
706382;2024-05-06;0.0;1287973773;0.0
703578;2024-05-02;39.96;120207857225970265;113.39041251185569
703118;2024-05-02;9.99;120209335926490306;0.0
726040;2024-05-31;29.99;120207857225970265;9.9966666666666661
726274;2024-05-31;0.0;475850036;0.0
725218;2024-05-31;0.0;120210471213210306;0.0
719280;2024-05-25;0.0;1287973773;0.0
719513;2024-05-25;0.0;1287973773;0.0
721431;2024-05-27;9.99;475850036;89.041168384226452
721568;2024-05-27;9.99;120208634329680306;52.102078828755495
713999;2024-05-18;0.0;1120861360;0.0
714273;2024-05-18;0.0;475850036;0.0
705268;2024-05-05;0.0;120207857225970265;0.0
718090;2024-05-23;0.0;120207857225970265;0.0
718354;2024-05-23;0.0;120208923678500306;0.0
717680;2024-05-23;59.99;1287973773;0.0
722103;2024-05-28;0.0;475850036;0.0
722280;2024-05-28;0.0;120210471213210306;0.0
722516;2024-05-28;0.0;475850036;0.0
717127;2024-05-22;0.0;475850036;0.0
713640;2024-05-17;9.99;120208925933380306;0.0
709368;2024-05-10;9.99;475850036;0.0
711315;2024-05-13;0.0;120208595621130306;0.0
711213;2024-05-13;9.99;1507114385;56.046041333300657
710876;2024-05-13;0.0;1489471033;0.0
715754;2024-05-20;19.98;1361709726;93.619777063408677
711901;2024-05-14;9.99;475850036;0.0
712366;2024-05-15;0.0;1498041324;0.0
712091;2024-05-15;0.0;120208923678500306;0.0
712386;2024-05-15;9.99;120206984314660306;0.0
720208;2024-05-26;0.0;1287973773;0.0
707028;2024-05-07;0.0;1361709726;0.0
709986;2024-05-11;29.97;1432281389;112.46541762292301
722967;2024-05-29;0.0;1543024477;0.0
723439;2024-05-29;39.99;120208925933380306;31.342318890284115
710516;2024-05-12;0.0;1287973773;0.0
710276;2024-05-12;39.99;1498041324;31.342318890284115
710452;2024-05-12;29.97;1361709726;112.46541762292298
724212;2024-05-30;0.0;475850036;0.0
708628;2024-05-09;0.0;1361709726;0.0
701925;2024-05-01;0.0;1287973773;0.0
706424;2024-05-06;0.0;120207857225970265;0.0
706319;2024-05-06;0.0;1507114385;0.0
704759;2024-05-04;7.99;120207857225970265;0.0
703196;2024-05-02;9.99;120208595621130306;0.0
725163;2024-05-31;0.0;120210471213210306;27.499893471705416
719330;2024-05-25;0.0;120208923678500306;0.0
719417;2024-05-25;0.0;120208923678500306;0.0
708218;2024-05-08;0.0;475850036;0.0
721353;2024-05-27;0.0;1287973773;0.0
716991;2024-05-22;0.0;120208923678500306;0.0
717237;2024-05-22;0.0;1287973773;0.0
716825;2024-05-22;9.99;120207857225970265;0.0
716422;2024-05-21;19.98;120208923678500306;80.771724871708088
716162;2024-05-21;0.0;1498041324;0.0
716353;2024-05-21;0.0;475850036;0.0
713234;2024-05-17;19.98;475850036;99.465691427889723
709355;2024-05-10;0.0;1507114385;0.0
715391;2024-05-20;19.98;475850036;110.91605142553315
718782;2024-05-24;0.0;120206984314660306;0.0
712143;2024-05-15;0.0;1287973773;31.342318890284108
712115;2024-05-15;0.0;475850036;0.0
712209;2024-05-15;0.0;1432281389;0.0
712416;2024-05-15;0.0;120208595621130306;0.0
712143;2024-05-15;39.99;1287973773;31.342318890284108
703971;2024-05-03;39.99;1433428103;31.342318890284108
704388;2024-05-03;39.96;1507114385;121.79123732476464
703971;2024-05-03;0.0;1433428103;31.342318890284108
704310;2024-05-03;9.99;1543024477;0.0
704089;2024-05-03;39.99;120207857225970265;34.642993224746562
713037;2024-05-16;0.0;120207857225970265;0.0
712728;2024-05-16;0.0;1120861360;0.0
720695;2024-05-26;0.0;120207857225970265;0.0
720739;2024-05-26;0.0;1120861360;0.0
720235;2024-05-26;39.99;120208923678500306;31.342318890284115
707208;2024-05-07;0.0;1489471033;0.0
722974;2024-05-29;0.0;475850036;0.0
723936;2024-05-29;0.0;120210471213210306;0.0
723431;2024-05-29;0.0;475850036;0.0
723517;2024-05-29;0.0;475850036;0.0
723783;2024-05-29;9.99;120210471213210306;64.423521680752714
710549;2024-05-12;39.99;1287973773;0.0
607638;2024-05-12;0.0;1120861360;0.0
714766;2024-05-19;19.98;475850036;93.619777063408677
714698;2024-05-19;0.0;475850036;0.0
724207;2024-05-30;0.0;120208923678500306;0.0
708247;2024-05-09;0.0;1507114385;0.0
702359;2024-05-01;7.99;120207857225970265;0.0
706354;2024-05-06;39.99;1287973773;31.342318890284108
705021;2024-05-04;29.97;1489471033;0.0
705021;2024-05-04;4.99;1489471033;0.0
703226;2024-05-02;0.0;120208923678500306;0.0
702796;2024-05-02;0.0;120208923678500306;0.0
703141;2024-05-02;0.0;1287973773;0.0
725859;2024-05-31;0.0;120207857225970265;10.8391507467146
707625;2024-05-08;0.0;1287973773;0.0
714102;2024-05-18;0.0;475850036;0.0
714442;2024-05-18;0.0;1498041324;0.0
705844;2024-05-05;29.97;1507114385;0.0
722538;2024-05-28;0.0;120208923678500306;0.0
722423;2024-05-28;0.0;120210471213210306;0.0
717472;2024-05-22;39.99;1120861360;0.0
716985;2024-05-22;0.0;1361709726;0.0
710929;2024-05-13;9.99;475850036;0.0
711081;2024-05-13;29.97;1498041324;113.04598681015247
711236;2024-05-13;0.0;120207857225970265;0.0
711741;2024-05-14;0.0;120208923677100306;0.0
711405;2024-05-14;0.0;1489471033;0.0
711390;2024-05-14;0.0;475850036;0.0
712377;2024-05-15;0.0;1361709726;0.0
720468;2024-05-26;0.0;1287973773;0.0
720327;2024-05-26;9.99;475850036;87.08827032146317
723804;2024-05-29;0.0;120207857225970265;0.0
723616;2024-05-29;0.0;1498041324;0.0
710438;2024-05-12;0.0;475850036;0.0
724911;2024-05-30;0.0;1287973773;71.605696967479815
724814;2024-05-30;0.0;475850036;43.093174678715336
724196;2024-05-30;0.0;475850036;40.797056802392127
705133;2024-05-04;0.0;120207857225970265;0.0
725922;2024-05-31;0.0;475850036;42.475569076458186
725412;2024-05-31;0.0;120210471213210306;40.185214992295322
719522;2024-05-25;0.0;475850036;0.0
719394;2024-05-25;0.0;1287973773;0.0
721066;2024-05-27;9.99;1287973773;82.5264433524854
717671;2024-05-23;0.0;120207857225970265;31.874135098106624
722572;2024-05-28;9.99;475850036;87.08827032146317
661405;2024-05-28;39.99;475850036;21.614020261359972
709369;2024-05-10;0.0;1507114385;0.0
718730;2024-05-24;9.99;475850036;89.234624079251219
712601;2024-05-16;0.0;1287973773;0.0
720843;2024-05-26;0.0;120207857225970265;0.0
707152;2024-05-07;9.99;120208634329680306;0.0
710421;2024-05-12;9.99;120207857225970265;0.0
724099;2024-05-30;9.99;475850036;74.538919562095487
724105;2024-05-30;0.0;120207857225970265;42.611253085070437
724580;2024-05-30;0.0;120207857225970265;33.816596126915059
708768;2024-05-09;0.0;1433428103;0.0
702163;2024-05-01;0.0;1120861360;0.0
702124;2024-05-01;49.95;1507114385;131.78792503929051
705304;2024-05-04;39.96;475850036;138.42770221170835
705437;2024-05-04;19.98;475850036;0.0
702886;2024-05-02;39.96;475850036;0.0
703154;2024-05-02;7.99;120207857225970265;0.0
703182;2024-05-02;0.0;1287973773;0.0
703448;2024-05-02;9.99;120207857225970265;0.0
725127;2024-05-31;0.0;475850036;62.166800000977013
725732;2024-05-31;0.0;1287973773;47.592281258912216
725131;2024-05-31;0.0;120207857225970265;10.8391507467146
719955;2024-05-25;0.0;120207857225970265;0.0
708226;2024-05-08;0.0;120208923678500306;0.0
721433;2024-05-27;0.0;120210471213210306;0.0
721229;2024-05-27;9.99;120207857225970265;52.102078828755495
718015;2024-05-23;0.0;1287973773;0.0
722896;2024-05-28;0.0;120207857225970265;33.262996631638579
722737;2024-05-28;0.0;1287973773;0.0
722731;2024-05-28;0.0;120207857225970265;0.0
716248;2024-05-21;0.0;120207857225970265;0.0
716355;2024-05-21;19.98;475850036;99.712275577803879
716358;2024-05-21;0.0;1432281389;0.0
709559;2024-05-10;0.0;1287973773;0.0
709304;2024-05-10;0.0;120206984314660306;0.0
715747;2024-05-20;9.99;475850036;0.0
718713;2024-05-24;0.0;1361709726;0.0
718936;2024-05-24;0.0;475850036;0.0
719243;2024-05-24;0.0;1287973773;0.0
712133;2024-05-15;0.0;120206984314660306;0.0
712076;2024-05-15;0.0;1507114385;0.0
712576;2024-05-16;19.98;1489471033;105.86205124389105
712842;2024-05-16;0.0;1120861360;0.0
723913;2024-05-29;0.0;1543024477;0.0
723949;2024-05-29;9.99;475850036;93.185999722466235
714890;2024-05-19;0.0;1507114385;0.0
714911;2024-05-19;0.0;1432281389;0.0
724267;2024-05-30;0.0;475850036;0.0
724799;2024-05-30;0.0;120207857225970265;30.066394384024388
701916;2024-05-01;0.0;120209335926490306;0.0
702540;2024-05-01;9.99;120208923677100306;54.792515439836507
704808;2024-05-04;0.0;120208923678500306;0.0
704740;2024-05-04;0.0;120208923678500306;0.0
726199;2024-05-31;0.0;120207857225970265;22.480197027582282
719875;2024-05-25;9.99;1507114385;74.538919562095487
707885;2024-05-08;59.99;475850036;0.0
721327;2024-05-27;0.0;120207857225970265;0.0
721392;2024-05-27;39.99;475850036;31.342318890284115
714148;2024-05-18;0.0;475850036;0.0
722895;2024-05-28;0.0;120210471213210306;0.0
716871;2024-05-22;19.98;475850036;113.95171419439284
717477;2024-05-22;0.0;475850036;0.0
713346;2024-05-17;0.0;1432281389;0.0
713720;2024-05-17;19.98;1120861360;113.95171419439275
710838;2024-05-13;0.0;120206984314660306;0.0
715352;2024-05-20;39.99;120208923677100306;31.342318890284115
715544;2024-05-20;0.0;1287973773;0.0
719169;2024-05-24;0.0;120207857225970265;0.0
719238;2024-05-24;0.0;120207857225970265;0.0
712305;2024-05-15;29.97;475850036;129.03763114299073
704119;2024-05-03;0.0;120208923678500306;0.0
712991;2024-05-16;39.99;475850036;34.642993224746569
720495;2024-05-26;0.0;475850036;0.0
707439;2024-05-07;39.96;120207857225970265;119.50328727885977
710085;2024-05-11;0.0;1432281389;0.0
709615;2024-05-11;39.99;475850036;0.0
710085;2024-05-11;14.99;1432281389;0.0
709615;2024-05-11;9.99;475850036;0.0
723140;2024-05-29;0.0;120207857225970265;0.0
723366;2024-05-29;0.0;120210471213210306;0.0
723321;2024-05-29;7.99;120207857225970265;0.0
723695;2024-05-29;39.99;475850036;29.407792084892161
715013;2024-05-19;0.0;120207857225970265;0.0
724919;2024-05-30;0.0;120208923677100306;28.70012902925232
724147;2024-05-30;0.0;120207857225970265;36.215125065972167
706962;2024-05-06;39.96;1489471033;121.79123732476458
704869;2024-05-04;0.0;1287973773;0.0
703456;2024-05-02;7.99;120207857225970265;0.0
726304;2024-05-31;0.0;120210471213210306;40.185214992295322
719349;2024-05-25;9.99;1287973773;92.894147702208357
719939;2024-05-25;9.99;1361709726;92.894147702208357
714632;2024-05-18;9.99;120208925933380306;59.0257048725344
705487;2024-05-05;0.0;120208923677100306;0.0
705502;2024-05-05;39.96;475850036;138.42770221170832
706018;2024-05-05;7.99;120207857225970265;0.0
705544;2024-05-05;0.0;120209335926550306;0.0
717629;2024-05-23;0.0;120207857225970265;41.078639512986335
718002;2024-05-23;0.0;1507114385;0.0
722915;2024-05-28;0.0;120207857225970265;0.0
716804;2024-05-22;0.0;120207857225970265;46.781519350648438
716286;2024-05-21;0.0;120207857225970265;0.0
716077;2024-05-21;9.99;1432281389;0.0
708951;2024-05-10;0.0;120208923678500306;0.0
711037;2024-05-13;0.0;1498041324;0.0
711854;2024-05-14;39.99;120206984314660306;0.0
718792;2024-05-24;0.0;1287973773;0.0
718396;2024-05-24;39.99;475850036;31.342318890284108
718913;2024-05-24;39.99;475850036;31.342318890284115
712124;2024-05-15;0.0;1287973773;0.0
703642;2024-05-03;0.0;475850036;0.0
704100;2024-05-03;9.99;120208595621130306;0.0
712804;2024-05-16;0.0;1489471033;0.0
720280;2024-05-26;9.99;1507114385;74.5389195620955
709764;2024-05-11;29.97;475850036;129.03763114299079
723219;2024-05-29;0.0;120207857225970265;0.0
723270;2024-05-29;0.0;1432281389;0.0
723188;2024-05-29;9.99;475850036;93.185999722466235
723870;2024-05-29;9.99;120206984314660306;72.397641473484754
723908;2024-05-29;39.99;120210471213210306;31.342318890284115
710408;2024-05-12;29.97;1489471033;112.46541762292301
724563;2024-05-30;0.0;1498041324;40.797056802392127
702574;2024-05-01;7.99;120207857225970265;73.119353417406288
706207;2024-05-06;0.0;120208923678500306;0.0
706390;2024-05-06;0.0;1361709726;0.0
704547;2024-05-04;0.0;1489471033;0.0
705328;2024-05-04;7.99;120207857225970265;0.0
704893;2024-05-04;5.99;120207857225970265;0.0
702788;2024-05-02;0.0;120208595621130306;0.0
725355;2024-05-31;0.0;475850036;43.093174678715336
725932;2024-05-31;0.0;1507114385;45.610481551591576
725160;2024-05-31;0.0;1287973773;0.0
719918;2024-05-25;9.99;1432281389;93.185999722466249
707626;2024-05-08;0.0;1361709726;0.0
707814;2024-05-08;7.99;120207857225970265;0.0
606506;2024-05-18;39.99;1287973773;0.0
706290;2024-05-05;29.99;120207857225970265;9.9966666666666661
705926;2024-05-05;0.0;120207857225970265;0.0
717713;2024-05-23;0.0;120207857225970265;0.0
718224;2024-05-23;9.99;1287973773;92.894147702208357
722855;2024-05-28;0.0;120208634329680306;0.0
722771;2024-05-28;0.0;120210471213210306;0.0
717121;2024-05-22;0.0;120208925933380306;0.0
717270;2024-05-22;0.0;475850036;0.0
717555;2024-05-22;0.0;120208923678500306;0.0
716705;2024-05-21;0.0;120207857225970265;0.0
713843;2024-05-17;0.0;475850036;0.0
713241;2024-05-17;19.98;475850036;99.712275577803879
709182;2024-05-10;29.97;475850036;108.30372656931642
711240;2024-05-13;9.99;120208595621130306;0.0
718890;2024-05-24;9.99;1287973773;75.714929606110275
711956;2024-05-15;0.0;1507114385;0.0
704132;2024-05-03;0.0;120209335926550306;0.0
703883;2024-05-03;0.0;120206984314660306;0.0
720268;2024-05-26;0.0;1287973773;0.0
707197;2024-05-07;19.98;120208923678500306;0.0
710163;2024-05-11;0.0;120207857225970265;0.0
710036;2024-05-11;29.97;120208595621130306;105.81448131385231
715042;2024-05-19;0.0;1361709726;0.0
725004;2024-05-30;7.99;120207857225970265;0.0
708629;2024-05-09;0.0;1507114385;0.0
708614;2024-05-09;0.0;1507114385;0.0
702465;2024-05-01;9.99;120208595621130306;0.0
705026;2024-05-04;0.0;120207857225970265;0.0
725382;2024-05-31;0.0;120208634329680306;40.185214992295322
719413;2024-05-25;0.0;120207857225970265;31.874135098106624
719585;2024-05-25;0.0;120208923678500306;0.0
719539;2024-05-25;0.0;475850036;0.0
721717;2024-05-27;0.0;120206984314660306;0.0
714075;2024-05-18;0.0;120208923677100306;0.0
714046;2024-05-18;9.99;120208925933380306;0.0
718260;2024-05-23;0.0;120207857225970265;31.87413509810662
718078;2024-05-23;0.0;475850036;0.0
717490;2024-05-22;0.0;120207857225970265;0.0
713450;2024-05-17;0.0;120208595621130306;0.0
713577;2024-05-17;0.0;1498041324;0.0
709429;2024-05-10;9.99;120208923678500306;0.0
709149;2024-05-10;9.99;1507114385;0.0
719079;2024-05-24;0.0;120207857225970265;31.87413509810662
719251;2024-05-24;0.0;1433428103;0.0
712250;2024-05-15;0.0;120206984314660306;0.0
712301;2024-05-15;0.0;475850036;0.0
720720;2024-05-26;0.0;1287973773;0.0
720318;2024-05-26;0.0;120208923678500306;0.0
723240;2024-05-29;0.0;475850036;75.519634029449023
723334;2024-05-29;0.0;120207857225970265;0.0
710600;2024-05-12;0.0;1432281389;0.0
659298;2024-05-12;29.97;1361709726;131.78792503929054
710522;2024-05-12;0.0;1507114385;0.0
710654;2024-05-12;9.99;475850036;0.0
715335;2024-05-19;39.99;1287973773;31.342318890284108
714995;2024-05-19;19.98;1432281389;82.901003712974315
724960;2024-05-30;0.0;120210471213210306;24.399522192109622
724128;2024-05-30;0.0;120207857225970265;36.215125065972167
724098;2024-05-30;0.0;120210471213210306;31.223162558969573
724352;2024-05-30;0.0;120207857225970265;30.985446848541905
724482;2024-05-30;0.0;1287973773;42.475569076458186
708278;2024-05-09;0.0;120208925933380306;0.0
708556;2024-05-09;9.99;1498041324;75.714929606110275
702417;2024-05-01;0.0;1507114385;0.0
702627;2024-05-01;39.99;1287973773;31.342318890284115
702668;2024-05-01;7.99;120207857225970265;0.0
706833;2024-05-06;0.0;120207857225970265;0.0
704664;2024-05-04;0.0;120209335926490306;0.0
704571;2024-05-04;0.0;1489471033;0.0
704606;2024-05-04;9.99;120208595621130306;0.0
703180;2024-05-02;0.0;1287973773;0.0
726162;2024-05-31;0.0;120207857225970265;36.215125065972167
719713;2024-05-25;0.0;1507114385;0.0
714164;2024-05-18;19.98;475850036;118.82869862775269
713997;2024-05-18;39.99;475850036;31.342318890284115
714101;2024-05-18;39.99;475850036;31.342318890284108
714391;2024-05-18;0.0;475850036;0.0
705270;2024-05-05;0.0;120208925933380306;0.0
718249;2024-05-23;9.99;120208595621130306;64.6866078888394
717698;2024-05-23;9.99;475850036;100.43595868417138
722285;2024-05-28;0.0;120207857225970265;0.0
722365;2024-05-28;0.0;120208923678500306;0.0
722621;2024-05-28;0.0;120207857225970265;0.0
717211;2024-05-22;0.0;475850036;0.0
717004;2024-05-22;9.99;1432281389;71.260549740399142
717181;2024-05-22;0.0;1507114385;0.0
716094;2024-05-21;0.0;1498041324;0.0
716600;2024-05-21;0.0;1432281389;0.0
713490;2024-05-17;19.98;1489471033;113.95171419439281
709385;2024-05-10;0.0;1120861360;0.0
715905;2024-05-20;0.0;120207857225970265;0.0
715963;2024-05-20;0.0;475850036;0.0
715963;2024-05-20;29.99;475850036;0.0
715756;2024-05-20;0.0;1507114385;0.0
711591;2024-05-14;0.0;1287973773;0.0
711643;2024-05-14;0.0;1361709726;0.0
707841;2024-05-24;0.0;120207857225970265;0.0
718612;2024-05-24;39.99;475850036;31.342318890284115
712004;2024-05-15;9.99;1432281389;74.2876057375883
707593;2024-05-07;39.96;120208923678500306;103.19513556488104
709715;2024-05-11;29.97;120208923678500306;86.0921221203877
709618;2024-05-11;0.0;120208595621130306;0.0
723759;2024-05-29;0.0;1432281389;0.0
714990;2024-05-19;9.99;120208595621130306;0.0
724767;2024-05-30;0.0;475850036;62.166800000977013
724325;2024-05-30;0.0;475850036;73.28138917947102
708591;2024-05-09;0.0;1287973773;0.0
708594;2024-05-09;19.98;120209335926490306;80.042266881231143
702780;2024-05-01;9.99;120208923678500306;0.0
701917;2024-05-01;0.0;1287973773;0.0
706845;2024-05-06;7.99;120207857225970265;0.0
706686;2024-05-06;0.0;120209335926550306;0.0
704752;2024-05-04;9.99;120208923678500306;0.0
704989;2024-05-04;9.99;1432281389;0.0
703709;2024-05-02;59.99;475850036;0.0
703083;2024-05-02;9.99;475850036;0.0
726186;2024-05-31;0.0;1543024477;38.87870253932774
725699;2024-05-31;0.0;1287973773;67.373465711581829
719935;2024-05-25;39.99;120207857225970265;34.642993224746562
719523;2024-05-25;9.99;475850036;88.575935160422731
721516;2024-05-27;0.0;120207857225970265;0.0
721647;2024-05-27;39.99;120207857225970265;34.642993224746562
721194;2024-05-27;39.99;475850036;31.342318890284108
705349;2024-05-05;0.0;1287973773;0.0
705577;2024-05-05;0.0;120207857225970265;0.0
705633;2024-05-05;39.96;475850036;121.79123732476465
706095;2024-05-05;29.97;120208923678500306;0.0
705457;2024-05-05;9.99;475850036;0.0
705708;2024-05-05;9.99;120208923678500306;0.0
717583;2024-05-23;39.99;120207857225970265;31.342318890284115
722905;2024-05-28;0.0;120207857225970265;31.874135098106624
722271;2024-05-28;0.0;1287973773;0.0
722218;2024-05-28;9.99;1507114385;75.714929606110275
721972;2024-05-28;39.99;1507114385;0.0
717052;2024-05-22;0.0;120208925933380306;0.0
717099;2024-05-22;0.0;120207857225970265;0.0
716595;2024-05-21;19.98;475850036;99.465691427889666
710873;2024-05-13;39.99;1287973773;31.342318890284115
715721;2024-05-20;19.98;1120861360;113.95171419439285
718881;2024-05-24;0.0;1361709726;0.0
719039;2024-05-24;9.99;120207857225970265;58.413108835109426
712215;2024-05-15;0.0;120208595621130306;0.0
712178;2024-05-15;0.0;475850036;0.0
703774;2024-05-03;0.0;475850036;0.0
712734;2024-05-16;0.0;1287973773;0.0
720339;2024-05-26;0.0;1361709726;0.0
709789;2024-05-11;0.0;120208923678500306;0.0
709735;2024-05-11;29.97;1498041324;112.46541762292301
723312;2024-05-29;0.0;475850036;50.543623368644255
710310;2024-05-12;39.99;1287973773;31.342318890284108
724228;2024-05-30;0.0;120210471213210306;33.7225209962478
708662;2024-05-09;9.99;1120861360;0.0
702120;2024-05-01;0.0;1489471033;0.0
702542;2024-05-01;0.0;120208595621130306;0.0
706425;2024-05-06;9.99;1287973773;0.0
704592;2024-05-04;0.0;120209335926550306;0.0
704957;2024-05-04;0.0;120208923678500306;0.0
702863;2024-05-02;0.0;120208634329680306;0.0
702734;2024-05-02;0.0;1507114385;0.0
703524;2024-05-02;0.0;120208634329680306;0.0
725598;2024-05-31;0.0;1498041324;47.592281258912216
726174;2024-05-31;7.99;120207857225970265;0.0
719779;2024-05-25;0.0;1432281389;0.0
707955;2024-05-08;0.0;1507114385;0.0
721048;2024-05-27;0.0;120208634329680306;0.0
721111;2024-05-27;0.0;475850036;0.0
721488;2024-05-27;0.0;475850036;0.0
721492;2024-05-27;0.0;1498041324;0.0
714640;2024-05-18;39.99;475850036;31.342318890284108
717772;2024-05-23;9.99;1287973773;105.40983497469145
722443;2024-05-28;0.0;120207857225970265;0.0
721990;2024-05-28;29.99;120207857225970265;9.9966666666666661
717550;2024-05-22;19.98;120208923678500306;89.308035436364264
709307;2024-05-10;0.0;1361709726;0.0
711009;2024-05-13;9.99;1432281389;0.0
711155;2024-05-13;19.98;1507114385;0.0
715873;2024-05-20;39.99;120208923678500306;31.342318890284115
718768;2024-05-24;0.0;1287973773;0.0
712213;2024-05-15;39.99;1489471033;31.342318890284115
